8,32,0,0,6,
8,33,0,0,5,
8,34,0,0,4,
8,35,0,0,3,
8,36,0,16,3,
8,37,0,17,0,
8,38,0,18,7,
8,39,0,18,6,
8,40,1,9,2,
8,41,1,15,2,
8,42,1,19,7,
8,43,0,8,0,
8,44,0,14,1,
8,45,0,23,3,
8,46,0,25,5,
8,47,1,11,4,
8,48,0,1,5,
8,49,0,19,3,
8,50,0,15,4,
8,51,0,37,4,
8,52,0,0,14,
8,53,0,25,10,
8,54,1,21,1,
8,55,0,30,0,
8,56,1,2,11,
8,57,0,8,4,
8,58,0,1,7,
8,59,0,0,4,
9,0,0,1,5,
9,1,0,0,1,
9,2,0,0,3,
9,3,0,3,4,
9,4,0,0,6,
9,5,0,0,5,
9,6,0,0,8,
9,7,0,0,9,
9,8,0,0,2,
9,9,0,0,0,
9,10,0,0,0,
9,11,0,0,8,
9,12,0,0,0,
9,13,0,0,0,
9,14,0,0,0,
9,15,0,0,0,
9,16,0,0,0,
9,17,0,0,7,
9,18,0,0,0,
9,19,0,0,0,
9,20,0,0,3,
9,21,0,0,0,
9,22,0,0,0,
9,23,0,0,0,
9,24,0,0,0,
9,25,0,0,0,
9,26,0,0,0,
9,27,0,0,0,
9,28,0,0,0,
9,29,0,0,0,
9,30,0,0,0,
9,31,0,0,0,
9,32,0,0,0,
9,33,0,0,0,
9,34,0,0,0,
9,35,0,0,0,
9,36,0,0,0,
9,37,0,0,3,
9,38,0,0,0,
9,39,0,0,0,
9,40,0,0,0,
9,41,0,0,0,
9,42,0,0,0,
9,43,0,0,0,
9,44,0,0,0,
9,45,0,0,0,
9,46,0,0,0,
9,47,0,0,0,
9,48,0,0,3,
9,49,0,0,2,
9,50,0,0,0,
9,51,0,0,0,
9,52,0,0,0,
9,53,0,0,0,
9,54,0,0,0,
9,55,0,0,0,
9,56,0,0,0,
9,57,0,0,0,
9,58,0,0,0,
9,59,0,0,0,
10,0,0,0,0,
10,1,0,0,3,
10,2,0,0,0,
10,3,0,0,0,
10,4,0,0,0,
10,5,0,0,0,
10,6,0,0,0,
10,7,0,0,0,
10,8,0,0,0,
10,9,0,0,0,
10,10,0,0,6,
20,6,0,0,7,
20,7,0,0,11,
20,8,4,5,11,
20,9,0,0,3,
20,10,1,1,5,
20,11,1,1,7,
20,12,1,7,5,
20,13,1,2,4,
20,14,0,0,2,
20,15,0,0,11,
20,16,0,0,4,
20,17,0,0,3,
