7,44,0,0,1,
7,45,0,0,0,
7,46,1,5,11,
7,47,0,0,0,
7,48,0,2,0,
7,49,0,2,1,
7,50,0,0,0,
7,51,0,0,0,
7,52,0,0,2,
8,36,0,0,0,
8,37,0,0,0,
8,38,1,3,4,
8,39,0,0,1,
8,40,0,0,0,
8,41,0,0,0,
8,42,0,0,0,
8,43,0,0,0,
8,44,0,0,0,
8,45,0,0,0,
11,39,0,0,0,
11,40,0,0,0,
11,41,0,0,0,
11,42,0,0,0,
11,43,0,0,0,
11,44,0,0,0,
11,45,0,0,0,
11,46,0,0,0,
11,47,0,0,0,
11,48,0,0,0,
11,49,0,0,0,
11,50,0,0,0,
11,51,0,0,0,
11,52,0,0,0,
11,53,0,0,0,
11,54,0,1,2,
11,55,1,1,5,
11,56,0,0,6,
11,57,1,1,8,
11,58,0,0,6,
11,59,0,0,0,
12,0,0,0,0,
12,1,0,0,0,
12,2,0,0,0,
15,3,0,0,0,
19,16,0,0,0,
19,17,0,0,0,
19,18,0,0,0,
19,19,0,0,0,
19,20,0,0,0,
19,21,0,0,0,
19,22,0,0,0,
19,23,0,0,0,
19,24,0,0,0,
19,25,0,0,0,
19,26,0,0,0,
19,27,0,0,0,
19,28,0,0,0,
19,29,0,0,0,
19,30,0,0,0,
19,31,0,0,0,
19,32,0,0,0,
19,33,0,0,0,
19,34,0,0,0,
19,35,0,0,0,
19,36,0,0,0,
19,37,0,0,0,
